duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
0.753375628,0.122346167,0.164446862,0.175093147,0.473802162,0.541346504,0.255899625,0.202741111,0.254764811,0.675378849,0.242418859,0.668870327,0.003971968,0.994251613,0.783112005,0.732851388,0.872187128,0.636344318,0.410076483,0.32500515,0.01958315,0.813927048,0.017062715,0.106259214,0.152399007,0.115196153,0.32995251,0.530273009,0.198576385,0.089123967,0.981465792,0.549968489,0.38587981,0.814278717,0.638007236,0.866270144,0.460898427,0.837991409,0.026046253,0.536832197,0.468008344,R2L
0.112636557,0.178576697,0.088373175,0.935379198,0.587579334,0.836556354,0.342201976,0.307745442,0.466560191,0.315714573,0.281945171,0.45065416,0.464728683,0.273793558,0.451469134,0.331568807,0.604675116,0.974979771,0.53231198,0.286193288,0.772776856,0.394685603,0.268101774,0.501871732,0.697384548,0.725427174,0.640767207,0.767033003,0.382932512,0.125499617,0.692266581,0.547289991,0.640004328,0.208474685,0.108916733,0.015362785,0.475450463,0.221529324,0.174164668,0.968503474,0.875971055,DoS
0.958828835,0.52902529,0.878478262,0.362577004,0.28848876,0.471446906,0.268983469,0.041928215,0.483297955,0.072185108,0.735409856,0.213436351,0.645463769,0.843629475,0.286411544,0.667485034,0.793878976,0.041297559,0.894415032,0.584105489,0.554310724,0.321830162,0.821401868,0.062089177,0.095668562,0.323876109,0.533930734,0.649585181,0.980293996,0.325060886,0.850502958,0.468582324,0.447603193,0.065841516,0.531592623,0.587549776,0.432513981,0.215658016,0.43097469,0.795193209,0.191210041,DoS
0.825460024,0.255622245,0.203388842,0.344972885,0.340619432,0.42244637,0.850779709,0.998570082,0.454617322,0.898181258,0.531052569,0.230989739,0.36479645,0.258095062,0.759261196,0.176937464,0.172835001,0.913961337,0.86141551,0.427454,0.825604781,0.227618828,0.188379148,0.93063533,0.613045379,0.287543727,0.947328151,0.047872139,0.010470138,0.894823464,0.043830191,0.738479236,0.288448194,0.061391458,0.709693203,0.650581518,0.428194316,0.02297229,0.455737003,0.428332724,0.565280318,Probe
0.202760574,0.490076302,0.395648549,0.086575461,0.094952938,0.236799153,0.317249648,0.247276733,0.463446787,0.147825556,0.025679797,0.745859463,0.953367999,0.650270692,0.232715836,0.092346655,0.430734474,0.956060406,0.963602451,0.498531475,0.896073578,0.749102202,0.492792275,0.645768692,0.892542312,0.845505722,0.079508285,0.135498245,0.095729358,0.089210294,0.134684335,0.871924206,0.133957754,0.836691463,0.690368997,0.132089852,0.384792751,0.622969003,0.334251027,0.231501845,0.272117941,Probe
0.688099646,0.979601611,0.287933835,0.999912868,0.596294167,0.041231473,0.34513667,0.364787989,0.730112297,0.22637261,0.605152784,0.393776074,0.060420316,0.399018534,0.837260692,0.801261342,0.530826095,0.880302574,0.134543701,0.621221693,0.488978134,0.205537652,0.470089549,0.207038761,0.872464858,0.281217973,0.729285646,0.646017004,0.625468369,0.16792151,0.430310937,0.609297419,0.350427931,0.719752907,0.927240492,0.257567041,0.691164741,0.548747185,0.260225028,0.613451276,0.413181801,R2L
0.000549735,0.700126636,0.72388118,0.134518671,0.802171666,0.167101982,0.965086718,0.045832385,0.990705182,0.445692874,0.092102047,0.671661616,0.943257639,0.745761219,0.756412005,0.813667519,0.542897112,0.48865881,0.176910285,0.350488967,0.061972531,0.538419239,0.503374092,0.320407944,0.748257276,0.554612403,0.992834539,0.698412542,0.647279531,0.327952187,0.186140923,0.773228666,0.852791202,0.331256605,0.362535723,0.054307252,0.107277155,0.579517183,0.190217798,0.265293858,0.903798061,normal
0.183500847,0.575155798,0.097662624,0.583316834,0.767034263,0.169820383,0.914601381,0.10866739,0.476352137,0.854308018,0.163120102,0.312321047,0.758463633,0.256688974,0.565829154,0.489078881,0.125349815,0.350929683,0.953837731,0.702916991,0.617146496,0.814795033,0.261209268,0.749387903,0.803667738,0.723676477,0.369947163,0.885699442,0.58139193,0.346413414,0.610282804,0.172618432,0.648261854,0.457959797,0.142513768,0.968973089,0.369918097,0.419987077,0.114675916,0.019251233,0.74302213,R2L
0.805894218,0.484903646,0.06340055,0.217065544,0.355270422,0.775979276,0.601335445,0.751694652,0.745315044,0.075053937,0.747590692,0.633132469,0.717477681,0.314545166,0.11958071,0.64730096,0.167330333,0.92649478,0.963770195,0.50785861,0.640916448,0.661933599,0.467151309,0.712691746,0.236326916,0.046110848,0.756094988,0.396905436,0.000850281,0.748283635,0.971294389,0.38658096,0.92684118,0.628562996,0.590172414,0.761127267,0.040225329,0.170186991,0.421523502,0.174330161,0.534291955,U2R
0.461095739,0.185265634,0.923917529,0.773256004,0.499377732,0.947253169,0.727088607,0.340651813,0.874111802,0.508158395,0.59392387,0.423553736,0.563301161,0.16499821,0.413832181,0.159160081,0.136571075,0.413762151,0.152037348,0.895873859,0.418552298,0.948451674,0.050214018,0.622403446,0.117134507,0.149637948,0.81993308,0.959501916,0.866135446,0.403819765,0.538892148,0.421059686,0.333673663,0.663609068,0.324545521,0.759869192,0.155011939,0.151575671,0.833777673,0.482773116,0.701096473,Probe
0.597179991,0.136846032,0.47555644,0.694207703,0.888305409,0.918854096,0.891931374,0.673732859,0.158556756,0.834162061,0.256474671,0.028146291,0.828050505,0.7769818,0.157592749,0.630968809,0.869180482,0.863345771,0.596493215,0.790036216,0.339208668,0.689259303,0.569623759,0.053085045,0.968734685,0.03326418,0.110726638,0.967809399,0.461181826,0.494089165,0.073448982,0.566629927,0.069634481,0.969895556,0.15528152,0.353622371,0.388802924,0.77383654,0.10179793,0.415624288,0.985817797,DoS
0.485676844,0.150128239,0.013995203,0.927795934,0.705979949,0.844751429,0.84072658,0.923991663,0.487360707,0.427620288,0.683877596,0.885324324,0.720641316,0.993156664,0.578299395,0.586825332,0.084467564,0.218773797,0.437238238,0.172786613,0.050128865,0.696314759,0.877522012,0.848232024,0.408811366,0.673952852,0.148928448,0.300222264,0.266305601,0.220369939,0.947809698,0.638889639,0.294614655,0.172260014,0.475020262,0.277668006,0.484807303,0.076074637,0.884449877,0.756041966,0.105380747,DoS
0.44657349,0.780242952,0.97720028,0.832949097,0.570726299,0.912301692,0.607562247,0.119072145,0.14683233,0.290057935,0.534338552,0.822184535,0.217481219,0.655957701,0.333734117,0.6294065,0.062592581,0.755151201,0.948652051,0.270838447,0.652666406,0.154193534,0.702885404,0.175087845,0.994550286,0.551490962,0.597078512,0.265835519,0.904541872,0.417502634,0.145935706,0.113700703,0.617341536,0.604658694,0.134253928,0.399052203,0.107798246,0.570155383,0.953282663,0.75445821,0.698391184,Probe
0.35800194,0.895998812,0.913019735,0.75747005,0.150259812,0.444485797,0.661362534,0.159151625,0.062309798,0.154186337,0.402560541,0.235781546,0.652541036,0.021954789,0.959651656,0.583166277,0.95290853,0.650098264,0.487001981,0.469090798,0.154481409,0.149413636,0.189231248,0.205987941,0.565120268,0.221052291,0.280958151,0.138015246,0.887315198,0.591394357,0.290533821,0.426453412,0.538461123,0.848774848,0.868013244,0.551795437,0.040221368,0.45640538,0.67636885,0.704041708,0.486542714,DoS
0.011764148,0.299624879,0.915188254,0.609988252,0.550406872,0.740780174,0.740569185,0.048407344,0.820430755,0.732281525,0.038126177,0.956521207,0.585561815,0.226371593,0.868369757,0.653987758,0.254188061,0.303519882,0.830094728,0.446075137,0.991961873,0.422046711,0.98621914,0.176094472,0.620425133,0.702772033,0.100341267,0.457050509,0.223856041,0.702004187,0.9201665,0.93037292,0.806573879,0.255530632,0.270471037,0.749129028,0.057678171,0.22856564,0.531555324,0.537125153,0.283038735,DoS
0.250519048,0.43230272,0.653155937,0.649750755,0.709203482,0.785307823,0.304172127,0.084351392,0.228963504,0.234293332,0.768210129,0.880444052,0.624744931,0.614091963,0.137580504,0.504009999,0.384771324,0.65495906,0.889156968,0.859929611,0.535555695,0.647935839,0.735752603,0.762727751,0.706417287,0.832018195,0.641892321,0.857118339,0.209515397,0.531408019,0.349254932,0.820920386,0.484015325,0.650097375,0.159129211,0.535260975,0.976414752,0.374416732,0.944171249,0.670388705,0.50860131,U2R
0.82231148,0.15010488,0.378942735,0.95630883,0.460419368,0.876158124,0.398351481,0.090906973,0.67461398,0.529110659,0.832179946,0.36482565,0.746202409,0.046851408,0.922920535,0.746762721,0.434722039,0.102719125,0.466426381,0.402398202,0.075485224,0.144592667,0.939654549,0.097145373,0.371985969,0.296433658,0.190622658,0.990429931,0.788264693,0.858768542,0.276093771,0.338392707,0.096799263,0.331513726,0.04320647,0.324645277,0.039170432,0.642092651,0.284266929,0.537389476,0.296124003,U2R
0.637214183,0.572784056,0.781012876,0.295858146,0.707285038,0.608228232,0.67217121,0.181359443,0.752421792,0.326883293,0.072470795,0.668598977,0.261516256,0.756019791,0.805916695,0.634934679,0.346558484,0.605004354,0.036551688,0.141294077,0.134097705,0.197483896,0.291001535,0.058718345,0.743756911,0.867353163,0.671530163,0.952158653,0.870069816,0.756538466,0.835921196,0.841539052,0.882013396,0.767145794,0.486805159,0.846142206,0.129718933,0.923030881,0.886602234,0.446465292,0.223771434,normal
0.33814568,0.676183577,0.490141939,0.252991804,0.087797,0.704204088,0.877452181,0.747997807,0.859187324,0.875527307,0.037714708,0.889459987,0.618673037,0.751943045,0.772671957,0.383652336,0.44025098,0.013245627,0.103126826,0.936209311,0.076894757,0.713284478,0.671428185,0.099623812,0.947503949,0.246524962,0.018452227,0.535167607,0.232511121,0.601083964,0.903595811,0.66791317,0.361264539,0.06257762,0.200432333,0.654627452,0.97513942,0.594819494,0.118820031,0.516984991,0.785621926,normal
0.601961129,0.607129442,0.179981698,0.616969436,0.235928727,0.008679448,0.642168214,0.362080228,0.109059668,0.821807545,0.832409806,0.376466043,0.2920085,0.866506053,0.608128458,0.650339318,0.93831456,0.948194465,0.972696667,0.569227949,0.571066463,0.21150606,0.036471724,0.773939056,0.008454549,0.153471361,0.264647191,0.751565629,0.002930004,0.796225527,0.948627131,0.496354097,0.346465412,0.398470406,0.068515083,0.839727559,0.591266815,0.854403078,0.271951188,0.577330786,0.106287865,DoS
0.257563367,0.358214343,0.911018797,0.913567961,0.20124867,0.932589513,0.321372438,0.111570755,0.677675415,0.893020788,0.46415603,0.436593989,0.621770543,0.585867326,0.537350659,0.284954722,0.041115288,0.821040231,0.131286702,0.14857959,0.369504245,0.684138894,0.680419432,0.568320681,0.462149913,0.584931736,0.212624833,0.7187204,0.484959752,0.503041326,0.097031142,0.20926711,0.726632683,0.037750398,0.59369566,0.686592062,0.902604679,0.550825349,0.798261359,0.002278396,0.344288913,U2R
0.281406612,0.979889507,0.377688008,0.596221506,0.120219194,0.314599696,0.523450501,0.054217676,0.925379321,0.837233557,0.540142362,0.285973775,0.716860899,0.838110365,0.973413595,0.637121666,0.999086582,0.651515639,0.129144621,0.565651396,0.703210058,0.628659552,0.086853644,0.581807101,0.217663337,0.344521323,0.326235844,0.277646434,0.604812039,0.089516933,0.427871823,0.248440738,0.527459371,0.867381121,0.644774898,0.915184809,0.936585099,0.013710345,0.808919602,0.619774769,0.734767477,DoS
0.960819215,0.610033039,0.393896425,0.599378219,0.247844952,0.390740655,0.806552368,0.738590028,0.671140242,0.089553112,0.909279015,0.653011631,0.764216959,0.915897846,0.616604951,0.293293305,0.657955364,0.089607268,0.497005376,0.14041146,0.761906156,0.634598378,0.733058252,0.662422786,0.933257627,0.300945297,0.846142938,0.132770761,0.155153675,0.847170952,0.946671853,0.101743914,0.953210036,0.446424635,0.593504852,0.677495875,0.768978066,0.24171926,0.060729522,0.578312492,0.711471149,U2R
0.453509119,0.405294209,0.048947619,0.620574254,0.349574778,0.723791893,0.195291849,0.197660016,0.872493656,0.787567168,0.00093289,0.39462709,0.661259148,0.264983267,0.591424976,0.118402887,0.229373732,0.792483602,0.726782622,0.81562898,0.716590554,0.969988296,0.822633803,0.553234464,0.793262764,0.034826022,0.973855994,0.209646171,0.154257396,0.667711746,0.835968995,0.117570759,0.780658638,0.142953049,0.280788121,0.444935435,0.788306353,0.587910049,0.518957158,0.391472242,0.492230447,R2L
0.482636208,0.951299421,0.997740566,0.099241729,0.678760411,0.820700606,0.284693699,0.299094262,0.591173976,0.990065833,0.703628257,0.953495699,0.099739062,0.585412093,0.365023122,0.343305911,0.784310544,0.361458639,0.980755375,0.764422609,0.993910614,0.413155493,0.490649273,0.615238165,0.122245985,0.650552527,0.208257524,0.277631138,0.652784887,0.426728439,0.446136521,0.138140463,0.210912395,0.272021179,0.179621068,0.536069194,0.928318748,0.80005478,0.945505293,0.011651192,0.798053084,normal
0.071021001,0.359919246,0.854968187,0.413683415,0.98066553,0.343123506,0.344603353,0.913743134,0.404581595,0.159928665,0.989952266,0.412843561,0.24813641,0.222462042,0.96929717,0.192337062,0.932455363,0.635304351,0.420949088,0.069485948,0.528601484,0.357072731,0.500982771,0.735521626,0.074884776,0.30545469,0.0123596,0.753899142,0.478559686,0.177472017,0.227789787,0.024806592,0.380829886,0.565424134,0.176458322,0.137462201,0.399099446,0.263608167,0.279006585,0.640002084,0.832733047,normal
0.316770908,0.590612941,0.091650033,0.794202046,0.949842993,0.483190974,0.469584561,0.396587402,0.408098854,0.901795458,0.838030184,0.385853665,0.156195427,0.719867019,0.68118882,0.220367016,0.039902403,0.490073214,0.40276459,0.719742949,0.358813695,0.698543403,0.860398472,0.856117747,0.030321519,0.440187627,0.356934117,0.240899943,0.029585819,0.308467589,0.399623795,0.876651699,0.550513548,0.824162264,0.417748215,0.185173043,0.675724935,0.514858841,0.043566624,0.311031086,0.264457684,normal
0.875588182,0.63311571,0.726740488,0.210777395,0.626454445,0.642386847,0.010637873,0.904518424,0.036240732,0.711381239,0.728481389,0.175848442,0.674167577,0.199609031,0.632041117,0.474779177,0.767415664,0.011339818,0.675575891,0.022893871,0.244934168,0.19510973,0.478588267,0.36720351,0.524826334,0.602694838,0.692201393,0.173835331,0.294298999,0.985497186,0.442261473,0.622637185,0.76213533,0.645561049,0.827723914,0.110015955,0.54314634,0.566533102,0.613557051,0.66121736,0.731786467,R2L
0.145163255,0.402289367,0.00258965,0.361599617,0.488383806,0.336405403,0.001880493,0.281969716,0.672941486,0.588867495,0.714087495,0.561046776,0.972432828,0.809955927,0.439560213,0.615426117,0.055842977,0.373281001,0.292595833,0.576064185,0.185340122,0.109214099,0.29152714,0.841348895,0.747756329,0.144109096,0.427352979,0.366138966,0.166557366,0.267667975,0.165673688,0.012873095,0.953625915,0.833378822,0.796728903,0.939476607,0.721546741,0.153778326,0.841823697,0.754726857,0.725960579,normal
0.510836103,0.157599365,0.909320967,0.221218604,0.334458914,0.697540785,0.91061579,0.275565481,0.863634181,0.698189447,0.971634499,0.760456289,0.438051956,0.260622571,0.421262386,0.373209307,0.789993063,0.651270453,0.275443292,0.342854052,0.506205738,0.56187307,0.959525192,0.627849745,0.641617596,0.83785522,0.464474213,0.314981856,0.330069988,0.099160148,0.611300177,0.451958105,0.644368005,0.90580413,0.810357942,0.113437243,0.314688571,0.389744945,0.755837187,0.359845084,0.093354064,Probe
0.108643153,0.876472581,0.943068694,0.424530452,0.982189405,0.263621509,0.434899195,0.59280319,0.744324789,0.580235779,0.280625431,0.147324157,0.976105584,0.737592493,0.452255039,0.930406802,0.475156731,0.986103079,0.887332157,0.972464656,0.24536059,0.919939758,0.794569877,0.025600861,0.804246637,0.831669061,0.154551592,0.819270715,0.764047158,0.988923307,0.010998486,0.502807593,0.863822661,0.038945858,0.10535967,0.098616002,0.242674438,0.670417476,0.321868415,0.38302667,0.250764979,R2L
0.561044479,0.620338051,0.079443282,0.110376825,0.767488348,0.488719276,0.676775987,0.23291182,0.182539629,0.280359886,0.767788176,0.725935416,0.457854054,0.565972807,0.191826265,0.344584541,0.356328097,0.809267656,0.04272937,0.814880835,0.071871456,0.229244993,0.401864748,0.869060999,0.447342969,0.416736947,0.684072608,0.341141813,0.732430502,0.133491988,0.102540486,0.356728955,0.823922224,0.406161366,0.42667594,0.903685348,0.141064381,0.128721832,0.522728401,0.757726073,0.038786974,DoS
0.785946343,0.70776483,0.664397729,0.862822825,0.570165555,0.714906931,0.246130616,0.006207666,0.174387709,0.986278332,0.163464841,0.1730817,0.020647741,0.359152694,0.127946882,0.109964838,0.749145889,0.839514592,0.070698192,0.056863347,0.728192789,0.785674574,0.193852701,0.643995262,0.519725411,0.540190193,0.796985372,0.221818236,0.631597915,0.058776175,0.792717917,0.91884692,0.530009141,0.710579975,0.367977143,0.9065674,0.126093157,0.75174118,0.755228782,0.023526586,0.990287152,DoS
0.933919376,0.273636249,0.935312571,0.849820934,0.299426052,0.744204976,0.400182212,0.570607367,0.273927655,0.417847369,0.704855966,0.031517866,0.936203083,0.25387471,0.069256945,0.4521794,0.579574159,0.065959183,0.135632238,0.587796273,0.555391087,0.207494314,0.482241593,0.542491821,0.987629736,0.705070833,0.301619724,0.744878921,0.151685483,0.70656592,0.997898318,0.551807564,0.643338969,0.627306053,0.355145495,0.074762795,0.490059631,0.396899076,0.455225107,0.116410081,0.637298479,U2R
0.689801283,0.632288497,0.153027672,0.921432728,0.171562378,0.779264492,0.017299975,0.051019629,0.797983698,0.288091072,0.369833178,0.602961137,0.907044393,0.490754921,0.235576401,0.454584733,0.551769268,0.154008517,0.715887059,0.365409835,0.298591432,0.779488482,0.454510427,0.806063673,0.661047158,0.227146217,0.094965685,0.323056082,0.427478533,0.812807658,0.522293736,0.953485261,0.356173631,0.298437892,0.763420726,0.562415551,0.433168276,0.334126379,0.811917674,0.91385615,0.819342832,Probe
0.427643695,0.784402392,0.486394519,0.108955001,0.828858081,0.194434075,0.376857797,0.551592831,0.587723478,0.889793707,0.189013961,0.346181236,0.934992629,0.914734934,0.46784308,0.815557102,0.797350546,0.647051217,0.909397777,0.639174811,0.79808991,0.371902533,0.998514001,0.663970343,0.92486162,0.650339947,0.002560784,0.951659535,0.067596855,0.028869237,0.930206549,0.524519058,0.351538542,0.483579923,0.877113648,0.615816742,0.9869068,0.295460478,0.10853475,0.653216867,0.683686692,DoS
0.323669653,0.873051608,0.874409936,0.892671525,0.716734071,0.238179377,0.137131398,0.383699171,0.354615903,0.79424159,0.559780056,0.971449746,0.663696775,0.961478159,0.433453747,0.436125372,0.537019654,0.509957572,0.766987857,0.89846474,0.36689978,0.48175458,0.551740683,0.744788597,0.333383861,0.852168264,0.092522922,0.907380454,0.196279083,0.936322995,0.989576787,0.238394001,0.521818855,0.055341805,0.037245251,0.421072228,0.078289984,0.766897698,0.703705503,0.422274302,0.919382268,U2R
0.379518714,0.896646653,0.975137241,0.950468525,0.620135833,0.840051525,0.070049578,0.256028142,0.262078933,0.062723321,0.819432989,0.882541894,0.486004364,0.992867516,0.511879199,0.739913217,0.990286385,0.427187527,0.676844248,0.791964785,0.384395156,0.250100442,0.213681997,0.754100488,0.061416347,0.135072486,0.098045521,0.047648572,0.634271464,0.254426772,0.282754735,0.617555823,0.98502261,0.719671058,0.7015179,0.748682492,0.657366108,0.43313524,0.85902434,0.065977808,0.055560437,normal
0.54148413,0.550914222,0.150135457,0.546312556,0.628352665,0.578040219,0.556972054,0.849519908,0.379223702,0.024780393,0.806965766,0.490737657,0.894520457,0.541588998,0.22011732,0.392679538,0.171968749,0.568057396,0.927895458,0.26780588,0.683800655,0.490314547,0.916079507,0.601316923,0.454701858,0.312561235,0.08825476,0.522233694,0.123041265,0.042491774,0.619294579,0.917046843,0.737659158,0.515677661,0.390265169,0.992087852,0.416133823,0.696827109,0.662373666,0.010454082,0.487979573,Probe
0.709860368,0.117003888,0.762427709,0.825290117,0.985145477,0.011659054,0.199681928,0.931682685,0.712691708,0.227584418,0.514185147,0.622054564,0.96968975,0.664926037,0.534719166,0.412555545,0.467757894,0.118025464,0.553092455,0.666247866,0.362684987,0.093277719,0.475231333,0.145237522,0.498079989,0.072750233,0.661267497,0.418442513,0.603349522,0.103162933,0.843290018,0.610498136,0.446841094,0.632480564,0.815273318,0.011700788,0.021504872,0.767053003,0.812685685,0.850668093,0.674165036,Probe
0.283537163,0.348232502,0.357292955,0.021082607,0.220426006,0.12030305,0.892449855,0.742840881,0.381430874,0.016944617,0.365836758,0.895282393,0.175424414,0.435776594,0.623894748,0.088803106,0.90745731,0.946980919,0.504270773,0.990188411,0.409921663,0.671676521,0.899109089,0.535558896,0.594850359,0.421887861,0.095914166,0.01333432,0.784964008,0.037055563,0.863579813,0.902994627,0.032001584,0.138253159,0.487575503,0.463209062,0.746263895,0.882694861,0.068902266,0.61791672,0.212130797,Probe
0.26775648,0.000904762,0.087973926,0.450644071,0.433578299,0.118488816,0.37333877,0.41145906,0.367055889,0.065950127,0.788821087,0.651430522,0.51423591,0.294146231,0.714739587,0.918942002,0.75848022,0.055669095,0.118410495,0.625286695,0.093962499,0.990837838,0.416510774,0.614873635,0.930621339,0.277534576,0.155921217,0.668877132,0.836745778,0.967316921,0.470599506,0.155390967,0.961464636,0.402497364,0.870601597,0.481297959,0.783142349,0.135784933,0.710184286,0.987992948,0.512663841,normal
0.278417929,0.534816463,0.485253597,0.761101998,0.130038711,0.985538276,0.247741488,0.447040407,0.11696356,0.276508698,0.834373441,0.321028324,0.59745557,0.257453493,0.82643636,0.267497291,0.157928458,0.118716253,0.007513531,0.712241605,0.71101413,0.193317488,0.597093306,0.043320327,0.747409608,0.500878605,0.132275227,0.502647491,0.634379368,0.039475319,0.507836505,0.471179582,0.729215774,0.08706094,0.116694596,0.087652172,0.638496515,0.389467328,0.736503804,0.541785188,0.095586146,R2L
